Tree	x	y	dbh	species	height
679	7.7243	58.1918	9	1	0
680	5.2148	58.4535	8.3	1	0
681	5.3945	59.3079	11.1	1	0
682	5.1869	60.8219	15.8	1	0
683	7.7289	59.8411	11.7	1	0
684	8.0093	61.407	6.6	1	0
685	7.9931	63.3356	11.4	1	0
686	9.0926	63.185	12.3	1	0
687	10.5152	62.1191	11.8	1	0
688	12.3479	61.3188	13	1	0
689	13.3743	63.4181	11.3	1	0
690	13.8595	65.2237	8.9	1	0
691	11.5289	65.3044	10.1	1	0
692	8.7371	66.78	14.8	1	0
693	6.0305	64.0665	10.7	1	0
694	6.5652	67.4285	11.4	1	0
695	6.7447	68.7524	12.2	1	0
696	8.8839	68.6095	11.2	1	0
697	9.0944	70.5935	12.1	1	0
698	10.36	70.5794	8.7	1	0
699	12.836	69.4489	13.7	1	0
700	12.7546	71.9315	11	1	0
701	13.6297	75.2652	11.2	1	0
702	13.3549	76.8277	13	1	0
703	11.7134	74.2481	10	1	0
704	11.3875	72.3861	8.3	1	0
705	7.4149	71.1141	6.9	1	0
706	7.1709	72.3217	11.7	1	0
707	9.2182	72.0177	9.8	1	0
708	9.594	74.0243	11	1	0
709	7.8236	74.8673	11	1	0
710	10.056	76.1899	12.5	1	0
711	10.3321	77.8272	7.6	1	0
712	8.8498	77.8453	8.6	1	0
713	7.7026	77.6769	13.7	1	0
714	8.1265	79.2772	10.5	1	0
