treeno,species,x,y,dbh,ht,cw,,check
1631,10,89.12,84.231,1.5,2.3,44.3,,
1632,10,88.754,85.92,3.7,4.2,45.7,,
1633,10,87.368,86.268,5.7,5.8,46.3,,
1634,10,84.18,85.53,3.5,4.1,44.3,,
1635,10,88.52,87.527,1.1,2,44.8,,
1636,10,87.453,87.633,2.1,2.9,45,,
1637,10,81.648,88.639,3.5,4.1,44.5,,
1638,10,84.273,89.469,4.5,4.9,45.8,,
1639,12,86.874,91.447,24.4,14.5,54.3,,
1640,10,89.654,88.819,2.2,2.9,45.9,,
1641,12,90.624,88.848,38.3,16.8,58.6,,
1642,10,91.849,88.207,1,1.9,45.7,,
1643,14,92.736,89.595,5.8,5.9,48.5,,
1644,10,91.988,85.045,2.5,3.2,45.7,,
1645,10,93.655,85.951,2.4,3.1,46.3,,
1646,12,91.8,82.948,34.9,16.3,56.5,,
1647,10,94.362,82.737,5,5.3,46.8,,
1648,9,96.224,87.77,24.1,14.9,55.7,,
1649,9,99.083,98.71,5.3,6.2,52.3,,
1650,9,98.916,98.475,24.9,15.1,59.3,,
1651,9,97.396,98.974,20.1,13.8,57.6,,
1652,10,92.654,92.211,4.2,4.6,48.4,,
1653,2,92.05,91.203,1.3,2.1,46.7,,
1654,10,90.483,90.657,5.2,5.4,47.9,,
1655,10,91.106,92.052,3.5,4.1,47.7,,
1656,12,92.564,93.031,34.1,16.2,59,,
1657,10,91.005,93.542,1.5,2.3,47.1,,
1658,10,92.821,94.466,1.8,2.6,47.9,,
1659,10,90.956,94.886,3.6,4.2,48.4,,
1660,10,91.751,95.963,6.1,6.1,50,,
1661,9,92.523,99.329,31.8,16.5,60,,
1662,9,92.013,98.878,26.5,15.4,58.2,,
1663,10,90.441,97.73,2.5,3.2,48.5,,
1664,10,89.03,97.027,2.2,2.9,47.8,,
1665,12,88.093,96.929,30.5,15.7,57.8,,
1666,10,88.806,95.444,3.1,3.7,47.8,,
1667,10,86.574,95.906,1.2,2,46.4,,
1668,10,85.6,93.957,1,1.9,45.6,,
1669,10,81.066,92.572,4.2,4.6,45.6,,
1670,10,80.979,92.755,1,1.9,44.1,,
1671,10,71.575,93.264,1.8,2.6,42.3,,
1672,9,63.217,98.929,19,13.4,48.6,,
1673,9,57.446,90.758,11.7,10.5,42.6,,
1674,9,57.464,90.988,14.3,11.7,43.6,,
1675,9,57.267,90.905,12.5,10.9,42.9,,
1676,8,51.76,90.893,6.4,8.2,39.3,,
1677,9,51.152,96.345,13.6,11.4,43.1,,
1678,9,51.547,96.47,11.2,10.2,42.4,,
1679,10,46.174,95.326,2.5,3.2,36.8,,
1680,9,42.318,92.352,5.1,6,36.4,,
1681,9,42.117,92.387,4.5,5.5,36.1,,
1682,9,42.223,92.3,3.5,4.5,35.6,,
1683,9,41.271,91.232,12.7,11,39,,
1684,9,41.223,90.906,14,11.5,39.4,,
1685,9,41.089,90.823,16.5,12.6,40.2,,
1686,9,40.986,90.742,3.1,4.1,34.7,,
1687,4,40,91.905,1.3,1.9,33.8,,
1688,9,40,99.926,3.7,4.7,37.1,,
1689,9,40,99.7,8.5,8.6,39.2,,
1690,10,38.672,91.764,3.5,4.1,34.5,,
1691,9,36.325,96.29,17.1,12.8,40.6,,
1692,10,32.345,99.322,1.8,2.6,34,,
1693,10,29.307,96.857,3.8,4.3,33.6,,
1694,10,27.916,96.467,6.1,6.1,34.2,,
1695,10,25.448,99.18,3.7,4.2,33.1,,
1696,9,24.331,90.367,11.2,10.2,34,,
1697,9,24.432,90.176,6.4,7.1,32,,
1698,9,23.426,91.053,5.7,6.5,31.7,,
1699,9,28.574,91.248,22.9,14.6,39.3,,
1700,9,22.397,90.723,16.5,12.6,35.5,,
1701,9,22.46,90.879,6.5,7.2,31.8,,
1702,12,19.427,98.985,48.1,17.8,46.1,,
1703,12,18.059,97.743,32.1,15.9,41,,
1704,10,19.127,95.053,3.2,3.8,30.3,,
1705,10,17.476,95.293,1.5,2.3,29.1,,
1706,10,16.637,91.29,2.2,2.9,28.3,,
1707,10,13.829,90.678,2.6,3.3,27.6,,
1708,10,13.018,91.159,3.8,4.3,28.1,,
1709,10,13.19,92.316,4.5,4.9,28.7,,
1710,10,12.246,93.27,2.9,3.6,28,,
1711,10,12.21,93.459,5.7,5.8,29.3,,
1712,10,13.583,94.275,2.2,2.9,28.3,,
1713,9,13.663,96.517,5.8,6.6,30.7,,
1714,9,13.601,96.678,2,2.8,28.8,,
1715,9,13.384,98.353,9,8.9,32.4,,
1716,9,13.207,98.307,8.8,8.8,32.3,,
1717,9,12.18,99.444,2.3,3.2,29.3,,
1718,9,13.224,99.494,9.9,9.5,33,,
1719,9,11.957,99.384,18.5,13.3,35.8,,
1720,9,11.879,99.061,13.1,11.1,33.8,,
1721,9,11.709,99.624,10.7,9.9,33,,
1722,9,11.724,99.54,2.5,3.4,29.3,,
1723,9,6.182,97.98,4.4,5.4,28.5,,
1724,12,0.395,98.827,27.6,15.1,35.5,,
1725,9,5.654,96.41,7.8,8.1,29.5,,
1726,9,6.041,97.34,8.2,8.4,30,,
1727,10,8.194,90.269,3.5,4.1,26.5,,
1728,4,51.265,3.208,1.2,1.7,14.3,,
1729,9,52.393,24.46,4.6,5.6,21.8,,
1730,12,81.774,28.472,15.8,11.9,34.5,,
1731,9,83.311,28.276,3.8,4.8,30.1,,
1732,10,79.509,37.972,3.5,4.1,31.3,,
1733,9,78.161,32.227,2,2.8,28.8,,
1734,12,52.966,35.98,19.7,13.2,30.5,,
1735,4,51.334,37.801,3.8,5.4,24.6,,
1736,9,1.362,48.935,2.6,3.5,14.1,,
1737,9,57.476,48.327,2,2.8,27.7,,
1738,9,57.524,48.438,2.7,3.7,28.1,,
1739,2,87.816,50,1.8,2.6,35.6,,
1740,9,25.098,66.297,2.5,3.4,24.3,,
1741,9,25.089,66.297,3.3,4.3,24.7,,
1742,9,14.182,86.781,5,5.9,28,,
1743,9,48.37,84.136,10.3,9.7,38.1,,
1744,9,57.582,90.847,9.1,9,41.6,,
