Tree	x	y	dbh	species	height
528	37.1447	20.7611	8.6	15	0
529	38.5809	19.0158	5.8	15	0
530	38.7525	18.6109	5.3	15	0
531	39.9308	17.7663	6.1	15	0
532	42.5265	2.4605	13.6	15	0
533	41.6372	20.2214	5	15	0
534	54.555	28.3546	8.7	15	0
535	54.3215	28.8984	5.2	15	0
536	53.8562	33.1352	7.9	15	0
537	45.5305	41.779	11.3	15	0
538	26.2545	66.7302	14.2	15	0
539	0.475	74.6414	21.8	15	0
540	0.0395	81.4129	8.3	15	0
541	2.1401	99.5743	29.5	15	0
542	62.9864	23.4307	5	15	0
543	64.3392	22.4271	6.7	15	0
544	63.1502	9.6056	20.3	15	0
545	72.7657	3.0663	6.1	15	0
546	82.1737	17.1265	5.2	15	0
547	93.3609	1.7046	10.8	15	0
548	94.6186	3.7657	6.3	15	0
549	89.5699	19.1748	6.1	15	0
550	99.2331	9.3377	32.5	15	0
551	99.0734	22.1881	5.2	15	0
552	95.7886	21.5485	7.1	15	0
553	64.0818	36.48	5.4	15	0
554	65.0429	36.7505	5.3	15	0
555	57.4789	48.3976	12.7	15	0
556	37.6253	53.5944	6.9	15	0
557	37.1807	53.0029	9.9	15	0
558	10.3681	83.3003	31.2	15	0
559	9.5713	97.2017	13.9	15	0
560	14.0549	98.3552	16.1	15	0
561	22.7679	97.3421	5.3	15	0
562	23.2317	97.2321	10.4	15	0
563	23.5053	93.3603	7.1	15	0
564	28.7952	88.6637	7	15	0
565	35.518	76.7115	9.4	15	0
566	37.3869	75.8745	7.8	15	0
567	47.4584	57.752	8.1	15	0
568	51.1491	69.6024	5	15	0
569	52.0241	76.9668	6	15	0
570	47.358	77.6768	21.3	15	0
571	48.8427	82.8458	7.5	15	0
572	46.0459	85.7019	10.2	15	0
573	51.4333	94.6138	14.5	15	0
574	54.7037	93.5265	10.7	15	0
575	59.0588	88.6901	13	15	0
576	57.2233	87.2113	38.9	15	0
577	57.5238	85.4437	13.5	15	0
578	66.6602	98.6754	9	15	0
579	67.2315	97.7277	17	15	0
580	74.7854	36.6657	13.6	15	0
581	72.549	36.389	11.7	15	0
582	71.7754	36.538	9.4	15	0
583	71.7241	35.5091	16.9	15	0
584	88.6109	39.1673	34.3	15	0
585	89.8628	40.36	34	15	0
586	82.9288	54.1875	10	15	0
587	82.8095	54.3776	6.4	15	0
588	79.9997	52.1269	10.6	15	0
589	80.7803	63.632	7.7	15	0
590	94.7907	99.2003	5.5	15	0
591	78.6184	96.3185	5.8	15	0
592	71.559	98.7195	35	15	0
593	9.5372	0.5078	21.2	16	0
594	2.4299	9.4337	9.6	16	0
595	2.4521	9.7822	7.7	16	0
596	1.925	20.7662	12.1	16	0
597	5.8281	23.7896	25.5	16	0
598	1.5497	32.5722	11.7	16	0
599	24.248	15.0142	14.7	16	0
600	31.1867	18.5368	38.8	16	0
601	34.3058	22.729	32.5	16	0
602	33.4855	27.1931	19.7	16	0
603	23.0824	32.8699	43.9	16	0
604	27.5091	35.727	28.3	16	0
605	2.4157	48.3683	19.7	16	0
606	7.9035	51.6268	11.2	16	0
607	3.3759	67.5388	5.8	16	0
608	36.3434	42.5163	49.8	16	0
609	36.1359	32.9136	28.1	16	0
610	39.8131	25.4616	14.3	16	0
611	39.1573	25.1096	16.4	16	0
612	37.9197	20.7426	12.4	16	0
613	48.9246	8.0191	38.9	16	0
614	51.3041	7.6939	50.3	16	0
615	44.3489	18.6944	29.7	16	0
616	43.9842	31.0273	28.5	16	0
617	59.3745	0.8721	8	16	0
618	61.5604	15.0118	28.4	16	0
619	68.7301	8.6801	6.9	16	0
620	73.9505	14.5244	11.7	16	0
621	77.0678	13.2463	10.9	16	0
622	80.6566	4.0702	6	16	0
623	85.994	2.4328	5	16	0
624	79.8036	16.6824	17.4	16	0
625	82.7778	19.3746	8.8	16	0
626	87.5922	16.4471	7.9	16	0
627	88.7599	8.1648	10.4	16	0
628	89.5273	15.4897	12.1	16	0
629	90.9333	17.8548	10.6	16	0
630	93.839	17.3989	6.3	16	0
631	93.4785	14.8537	9	16	0
632	99.045	11.7147	11.5	16	0
633	98.1965	19.8452	8.1	16	0
634	98.4073	20.5769	17.7	16	0
635	97.3477	27.7607	6.9	16	0
636	82.7023	24.1444	8.1	16	0
637	80.2534	26.2328	12.6	16	0
638	73.9007	19.7939	6.6	16	0
639	71.0711	24.0382	6	16	0
640	63.6826	35.692	39.3	16	0
641	64.7113	36.7532	12.5	16	0
642	52.0702	49.7793	13	16	0
643	48.4539	49.0794	9.2	16	0
644	24.953	96.7799	46.4	16	0
645	23.4705	92.9145	33.3	16	0
646	23.0929	91.1251	20	16	0
647	45.0503	56.336	5.3	16	0
648	51.6362	61.9276	34.2	16	0
649	51.2902	92.9239	23.9	16	0
650	58.6639	74.5995	7.2	16	0
651	59.3179	72.795	7.1	16	0
652	60.3796	72.3075	7.1	16	0
653	58.4059	69.1295	8	16	0
654	79.5355	31.9219	9.7	16	0
655	82.2347	30.5379	8.7	16	0
656	83.3381	33.0852	14	16	0
657	77.3243	38.4873	14.7	16	0
658	85.1466	42.9757	9.4	16	0
659	97.96	35.2866	8.4	16	0
660	95.4665	47.5691	7.3	16	0
661	95.1566	46.1386	6.6	16	0
662	92.1661	43.6507	23.8	16	0
663	77.8396	62.5689	5.5	16	0
664	82.8012	65.5103	5.9	16	0
665	82.5657	65.616	5	16	0
666	95.4493	68.8705	9.6	16	0
667	89.8865	74.2422	18.2	16	0
668	88.6848	77.7218	15.5	16	0
669	94.49	89.7794	6.5	16	0
670	90.7235	86.0539	7.9	16	0
671	86.7289	80.0191	5.9	16	0
672	84.0612	86.2609	8.2	16	0
673	83.7429	86.0639	7.1	16	0
674	80.8313	83.5881	9.4	16	0
675	78.816	79.489	7.5	16	0
676	69.4823	77.849	5.5	16	0
677	14.8946	7.1403	23.7	17	0
678	25.1784	4.674	39.1	17	0
679	25.3576	27.9529	9.9	17	0
680	26.6951	36.1579	33.5	17	0
681	24.5749	53.1932	5.9	17	0
682	56.4261	2.5364	7.2	17	0
683	57.6529	13.4389	31.4	17	0
684	63.7336	16.6935	28.6	17	0
685	63.7281	3.5716	39.6	17	0
686	19.3766	85.8111	64.8	17	0
687	15.574	89.2109	57.2	17	0
688	9.3676	90.2156	23.2	17	0
689	35.1804	71.9035	75.6	17	0
690	37.0141	69.4541	15.7	17	0
691	53.0685	54.3864	26.2	17	0
692	47.2988	68.7205	21.5	17	0
693	43.8486	78.5776	73.2	17	0
694	62.4767	96.5095	44.5	17	0
695	65.8539	80.4829	85	17	0
696	64.3638	58.8859	77.8	17	0
697	68.6002	52.4807	76.6	17	0
698	74.9656	36.6274	7.9	17	0
699	79.6471	42.4344	56.2	17	0
700	86.4079	59.4893	6.6	17	0
701	73.5205	53.2075	20.2	17	0
702	77.1831	63.4715	46.9	17	0
703	81.5772	69.3752	37.1	17	0
704	90.0603	67.9933	5	17	0
705	94.0543	85.9166	34.7	17	0
706	73.3414	87.1018	62.7	17	0
707	73.548	79.257	79.1	17	0
708	48.3041	2.5294	21.7	18	0
709	50.4582	7.9762	8.5	18	0
710	1.4701	14.0337	6.6	19	0
