Number	x	y	species	dbh	height	CL
915701	398.743	241.658	68	1.9	2.8 	1.5 
915702	398.784	241.404	68	1	2.3 	1.3 
915703	398.977	241.607	68	1.9	2.8 	1.5 
915711	393.335	244.164	68	2.4	3.1 	1.7 
915711.2	393.335	244.164	68	2.1	2.9 	1.6 
915711.3	393.335	244.164	68	1.8	2.7 	1.5 
915739	379.568	249.353	68	2.7	3.2 	1.7 
915750	390.68	252.043	68	1.2	2.4 	1.4 
915753	399.955	253.419	68	1.7	2.7 	1.5 
915754	398.7	253.583	68	1.3	2.5 	1.4 
915755	398.373	253.955	68	1.7	2.7 	1.5 
915755.2	398.373	253.955	68	1	2.3 	1.3 
915756	399.217	255.855	68	2.1	2.9 	1.6 
915756.2	399.217	255.855	68	1.9	2.8 	1.5 
915761	382.162	252.693	68	1.9	2.8 	1.5 
915781	397.765	259.316	68	1.4	2.5 	1.4 
915784	388.24	259.926	68	1.9	2.8 	1.5 
915786	381.01	259.147	68	3.7	5.0 	1.0 
915786	381.01	259.147	68	3.7	3.7 	2.0 
915786	381.01	259.147	68	1.4	2.5 	1.4 
916010	385.599	278.966	68	2.8	3.7 	1.6 
916012	384.519	274.565	68	2.5	2.6 	1.7 
916013	383.927	273.468	68	1.4	3.0 	1.7 
916014	382.288	272.957	68	2	3.0 	1.8 
916018	380.821	273.58	68	1.6	2.5 	1.7 
916019	379.989	273.052	68	2.5	2.7 	1.7 
916020	379.087	274.838	68	1.5	2.1 	0.3 
916023	379.59	277.118	68	1.4	2.1 	1.7 
916025	380.539	276.103	68	1.5	3.1 	2.6 
916026	380.941	277.927	68	1.2	1.9 	0.9 
916028	338.266	275.845	68	2.1	3.9 	1.3 
916031	340.946	279.002	68	1.1	2.0 	1.0 
916033	248.138	280.202	68	2.2	3.0 	1.6 
916033.2	248.138	280.202	68	1.9	2.8 	1.5 
916033.3	248.138	280.202	68	1.9	2.8 	1.5 
916033.4	248.138	280.202	68	1.5	2.6 	1.4 
916034	245.857	279.31	68	2.1	2.9 	1.6 
916035	245.267	279.158	68	1.9	2.8 	1.5 
916036	244.988	279.874	68	2.4	3.1 	1.7 
916036.2	244.988	279.874	68	2.3	3.0 	1.6 
916036.3	244.988	279.874	68	1.4	2.5 	1.4 
916037	242.978	279.853	68	2.4	3.1 	1.7 
916037.2	242.978	279.853	68	2.3	3.0 	1.6 
916038	242.924	279.836	68	1.8	2.7 	1.5 
916039	242.209	279.483	68	1.8	2.7 	1.5 
916040	242.445	280.819	68	2.4	3.1 	1.7 
917000	224.382	257.179	68	1.2	2.1 	1.2 
917003	231.231	249.446	68	1.3	2.8 	2.1 
917005	230.845	247.94	68	2.3	3.5 	1.7 
917005.2	230.845	247.94	68	1.8	2.7 	1.5 
917005.3	230.845	247.94	68	1.6	2.6 	1.5 
917007	232.81	247.92	68	2.1	3.2 	1.4 
917008	233.299	246.282	68	2.2	2.4 	1.5 
917009	235.173	245.12	68	1.1	1.9 	1.4 
917010	236.416	244.753	68	2.7	3.2 	1.3 
917011	237.457	242.085	68	2.8	3.9 	2.1 
917011.2	237.457	242.085	68	1.8	2.7 	1.5 
917013	238.767	242.807	68	1.9	2.3 	1.5 
917014	238.637	243.64	68	2.4	3.9 	1.5 
917014.2	238.637	243.64	68	2.2	3.0 	1.6 
917014.3	238.637	243.64	68	1.5	2.6 	1.4 
917014.4	238.637	243.64	68	1	2.3 	1.3 
917015	239.077	244.312	68	2.1	3.1 	1.6 
917016	237.701	244.512	68	2.5	2.3 	1.4 
917016.2	237.701	244.512	68	1.9	2.8 	1.5 
917020	234.375	248.916	68	1.9	2.8 	0.2 
917021	235.052	248.91	68	3	3.2 	2.1 
917021.2	235.052	248.91	68	2.2	3.0 	1.6 
917021.3	235.052	248.91	68	1.5	2.6 	1.4 
917021.4	235.052	248.91	68	1.5	2.6 	1.4 
917023	235.177	249.78	68	1.4	2.5 	1.8 
917024	232.36	250.137	68	1.9	3.2 	1.7 
917028	231.513	253.214	68	2.2	3.7 	2.1 
917030	230.147	254.504	68	1.8	2.5 	1.1 
917032	228.667	254.093	68	1.3	1.8 	1.4 
917033	228.49	254.515	68	1	2.1 	0.7 
917035	228.785	256.041	68	1.6	3.7 	0.2 
917037	227.431	255.497	68	1.9	2.5 	1.1 
917038	227.359	255.566	68	1.5	2.6 	2.2 
917039	224.426	258.27	68	2.1	2.8 	1.9 
917039.2	224.426	258.27	68	2.1	2.9 	1.6 
917040	223.479	258.836	68	2.1	3.5 	1.7 
917042	221.563	260.895	68	2	2.0 	3.2 
917042.2	221.563	260.895	68	1.1	2.4 	1.3 
917043	222.28	261.012	68	2.1	2.3 	0.8 
917046	226.147	259.093	68	1.1	2.8 	1.8 
917046.2	226.147	259.093	68	1.7	2.7 	1.5 
917046.3	226.147	259.093	68	1.4	2.5 	1.4 
917047	224.127	259.874	68	2	2.9 	0.6 
917048	226.847	259.101	68	2.7	4.2 	1.3 
917049	227.324	260.582	68	1.5	2.2 	1.4 
917050	227.677	259.541	68	2.5	1.9 	1.6 
917050.2	227.677	259.541	68	1.3	2.5 	1.4 
917051	228.791	259.485	68	1.6	3.4 	0.7 
917052	229.099	260.594	68	1.3	2.6 	1.9 
917052.2	229.099	260.594	68	1	2.3 	1.3 
917053	229.881	259.6	68	2	1.8 	0.6 
917054	230.313	257.243	68	2	1.9 	1.5 
917055	231.267	256.259	68	1.3	1.9 	1.2 
917056	231.611	256.221	68	7.9	4.1 	3.0 
917057	230.995	255.354	68	1.9	2.3 	1.4 
917057.2	230.995	255.354	68	1.8	2.7 	1.5 
917063	235.73	250.851	68	1.8	2.6 	1.5 
917064	235.966	250.068	68	1.4	2.3 	1.2 
917068	239.247	246.168	68	2.9	3.7 	3.0 
917069	235.989	252.182	68	1.8	3.1 	1.6 
917071	237.932	252.589	68	1.3	3.2 	1.7 
917072	238.673	253.665	68	2.2	3.2 	1.5 
917074	236.601	254.59	68	1.6	2.9 	0.2 
917074.2	236.601	254.59	68	1.6	2.6 	1.5 
917078	234.056	258.05	68	1.5	2.0 	1.2 
917079	233.458	258.718	68	1.5	2.2 	1.5 
917083	233.112	261	68	1	1.9 	1.8 
917084	237.635	258.524	68	1.1	1.6 	1.4 
917085	238.16	258.859	68	1.6	3.7 	2.5 
917088	239.185	259.561	68	1.5	2.3 	1.6 
917089	238.808	256.888	68	1	1.7 	1.4 
983020.1	254.885	241.173	68	2	2.8 	1.6 
983020.2	254.885	241.173	68	2.3	3.0 	1.6 
9930681	255.937	242.321	68	1.8	2.3 	0.6 
9930851	247.499	241.44	68	1.8	3.1 	1.7 
9103136	255.937	242.321	68	1.6	2.6 	1.5 
9113020	303.118	250.21	68	2	2.8 	1.6 
91240711.2	255.937	242.321	68	1.3	2.5 	1.4 
91240711.2	328.136	274.825	68	1.9	2.8 	1.5 
9131012.1	248.675	241.244	68	1.7	3.9 	2.1 
9131012.2	248.675	241.244	68	1.3	2.5 	1.4 
9131206	248.675	241.244	68	1.4	2.5 	1.4 
93224	251.658	225.663	69	4.9	5.6 	2.3 
902651	226.4361097	215.5115628	69	14.4	7.7 	3.0 
902657	227.1680688	218.1922705	69	11.1	7.7 	4.8 
903796	383.013	228.532	69	15.4	13.2 	4.8 
911190	277.494	239.797	69	2.7	3.3 	2.0 
911444	296.153	252.816	69	1.9	3.1 	1.9 
93685	312.768	276.087	70	5	9.7 	7.4 
912650	313.93	275.323	70	1.5	3.0 	2.1 
912654	315.522	275.69	70	1	2.4 	1.7 
912660	318.886	274.753	70	2.1	3.5 	2.1 
912966	308.433	266.613	70	1.7	3.0 	1.7 
912977	315.149	272.573	70	1.1	3.0 	2.0 
913239	235.347	267.015	70	1.9	3.8 	2.6 
915610	210.427	263.884	70	1.5	3.1 	2.0 
915664	207.175	268.187	70	1	2.2 	1.3 
910061	228.7381541	209.1829695	71	2	3.5 	1.5 
911430	290.619	251.561	71	1.4	2.2 	1.2 
911460	284.143	255.694	71	1	1.6 	1.2 
912280	323.99	230.074	71	1.4	2.5 	1.4 
915633	201.858	271.16	71	1.4	2.4 	1.3 
91735	227.66	245.742	72	8	12.7 	9.4 
92791	207.125	238.501	72	16.1	12.6 	7.5 
93358	275.35	236.923	72	21.1	16.8 	10.2 
94882	313.44	259.031	72	22	12.8 	8.8 
902715	294.36	214.622	72	24.8	16.3 	6.8 
902773	335.566	217.389	72	22.6	17.4 	10.2 
903525	257.979	209.459	72	4.5	8.3 	7.1 
910162	258.049	209.303	72	2.1	2.0 	1.4 
910162.2	258.049	209.303	72	1	2.3 	1.5 
910410	292.737	212.202	72	1.7	2.5 	1.8 
910412	293.135	213.302	72	1.8	2.0 	1.4 
910413	293.603	213.154	72	1.3	2.2 	1.6 
910423	297.325	210.511	72	2.6	3.5 	1.8 
910425	297.025	212.955	72	1.4	2.5 	1.7 
910430	295.544	214.466	72	1.1	2.5 	1.7 
910432	296.716	214.865	72	2.9	3.5 	2.5 
910433	296.599	214.07	72	1.2	2.7 	1.8 
910434	297.079	213.835	72	1.2	2.5 	1.3 
910435	297.147	214.601	72	1	2.3 	1.8 
910436	297.604	214.579	72	1.3	2.5 	1.8 
910439	298.115	215.497	72	2.1	3.4 	0.1 
910440	298.763	214.232	72	1.8	2.6 	1.9 
910442	297.999	213.324	72	2.4	2.9 	1.3 
910458	299.353	213.894	72	1.1	1.7 	1.5 
910459	299.71	215.225	72	2.5	4.3 	2.0 
910462	298.318	216.171	72	1.6	2.0 	1.9 
910463	296.492	216.175	72	1.2	1.8 	1.0 
910467	294.61	215.309	72	1	1.9 	1.3 
910470	294.105	216.355	72	1.2	1.9 	1.3 
910471	292.487	215.318	72	1.2	1.9 	1.6 
910489	283.26	218.618	72	1.2	1.3 	0.9 
910493	284.531	219.349	72	1.2	2.0 	1.4 
910918	359.988	208.76	72	1.8	2.3 	1.6 
912111	316.809	221.963	72	1	1.7 	0.9 
912161	311.168	230.134	72	1.7	2.9 	2.0 
912224	342.101	228.235	72	2	2.5 	2.1 
912715	354.102	264.071	72	1	1.7 	1.0 
93544	369.637	238.443	73	29.5	24.4 	13.3 
91937	200.612	268.799	74	18.8	17.8 	11.5 
91972	199.892	279.634	74	6.8	5.4 	8.8 
92657	210.137	204.601	74	21.5	15.6 	11.0 
92721	210.556	215.993	74	7.4	9.6 	9.7 
93216	244.815	222.57	74	20.9	13.0 	11.0 
93500	363.902	226.9	74	3.4	12.6 	11.3 
93505	360.66	231.062	74	24.2	25.8 	14.3 
93639	300.059	268.104	74	6.8	13.1 	11.4 
94865	250.499	259.114	74	19.1	13.6 	10.2 
902673	294.426	202.007	74	11.7	13.2 	10.0 
902682	291.684	204.435	74	40.4	18.7 	8.4 
903511	260.534	204.776	74	12.4	12.4 	9.0 
903576	262.157	201.44	74	13.3	15.3 	13.6 
903610	270.525	206.312	74	10.9	13.5 	10.0 
91659	358.313	224.01	75	11.8	14.0 	9.0 
91880	216.529	246.475	75	2.5	4.1 	2.4 
91922	215.15	256.096	75	22.9	16.5 	11.3 
92424	201.347	283.077	75	3.1	8.6 	5.7 
92673	200.612	219.253	75	6	14.4 	9.8 
92708	212.352	208.911	75	11.8	9.8 	6.5 
92709	212.17	207.861	75	5.3	6.3 	4.0 
93031	351.281	210.263	75	4.5	7.8 	4.2 
93032	352.651	211.4	75	5.8	6.7 	3.2 
93061	358.256	218.9	75	4.6	8.0 	7.4 
93088	363.449	214.895	75	11	11.0 	7.0 
93089	363.013	215.672	75	6.6	9.5 	7.3 
93121	360.611	218.091	75	6.4	8.9 	7.0 
93250	260.386	231.759	75	5.1	8.3 	6.0 
93548	361.4	238.323	75	3.5	6.5 	3.0 
94556	317.156	246.817	75	3.8	5.8 	3.4 
94556.2	317.156	246.817	75	2.5	4.0 	2.4 
94820	255.285	243.859	75	3.8	5.8 	2.7 
94914	330.841	247.15	75	14.6	11.3 	9.1 
903504	249.101	201.009	75	5.8	7.3 	5.5 
903533	247.555	210.981	75	14.8	15.1 	9.7 
903534	250.068	212.492	75	3.7	8.2 	8.0 
903536	252.685	213.154	75	6.8	11.7 	9.4 
903596	267.303	202.529	75	4.7	9.6 	7.0 
903611	273.42	205.4	75	6.9	7.8 	5.0 
903617	271.467	210.617	75	4.6	6.8 	2.5 
910124	243.789	203.054	75	2.2	3.0 	1.4 
910125	243.761	203.1	75	2.1	1.8 	1.1 
910187	250.917	212.729	75	2.2	3.8 	2.4 
910192	259.555	212.525	75	2	5.7 	3.2 
910208	258.764	217.245	75	2.5	5.6 	2.2 
910300	264.583	215.068	75	3	5.0 	3.0 
910302	265.393	215.657	75	1.6	3.4 	1.7 
910331	274.565	219.253	75	2.7	6.0 	2.5 
910417	295.726	211.716	75	1.9	2.5 	2.1 
910583	362.51	210.65	75	1.5	2.1 	1.4 
910590	363.901	215.165	75	4.2	4.2 	3.9 
910592	383.628	204.627	75	2.1	2.3 	1.6 
910592.2	383.628	204.627	75	1	2.7 	1.5 
910597	386.156	200.154	75	1.1	2.5 	1.4 
910599	387.704	200.368	75	1	2.1 	1.4 
910603	290.691	218.213	75	1.4	2.6 	1.0 
910608	292.559	220.104	75	1.9	3.0 	1.1 
910767	335.452	207.345	75	2.3	3.9 	1.7 
910771	336.771	204.951	75	2.1	2.7 	1.6 
910773	334.991	205.392	75	3.3	4.8 	2.0 
910815	325.909	213.855	75	1.4	2.7 	2.1 
910818	324.184	212.43	75	1.8	2.3 	1.6 
910835	329.811	216.444	75	3.9	5.5 	3.2 
910878	361.048	200.562	75	1.3	2.4 	1.3 
910893	351.372	206.132	75	1	2.3 	0.9 
910893.2	351.372	206.132	75	1	1.9 	0.8 
910935	350.946	211.131	75	3.1	2.4 	1.6 
910956	352.258	214.03	75	1.5	1.9 	1.2 
910970	352.43	215.841	75	1.1	1.9 	1.3 
910970.2	352.43	215.841	75	1.1	2.0 	1.2 
910974	349.004	216.914	75	1.3	3.4 	1.1 
911008	231.314	219.805	75	2	3.4 	1.6 
911017	230.201	223.377	75	3.3	5.8 	5.0 
911056	234.192	228.567	75	1.4	2.8 	1.5 
911062	229.147	233.193	75	4.2	4.0 	2.5 
911068	228.652	228.731	75	3.4	5.0 	4.0 
911070	225.787	233.616	75	3.2	5.1 	3.1 
911077	223.292	235.996	75	3.2	5.3 	4.1 
911097	230.149	237.269	75	3	5.2 	4.0 
911098	230.703	236.292	75	2.4	4.6 	1.0 
911108	236.415	232.103	75	1.1	2.9 	2.1 
911142	233.663	238.208	75	3.1	5.0 	3.9 
911413	273.457	220.524	75	2.7	4.1 	2.3 
911434	265.167	225.41	75	1	2.7 	1.6 
911448	292.493	253.466	75	1.7	3.2 	1.5 
911450	268.889	227.753	75	1.1	2.2 	1.6 
911451	265.855	227.984	75	1.1	2.0 	1.4 
911452	264.903	227.225	75	1	2.2 	1.6 
911463	286.235	255.617	75	2.3	3.0 	1.0 
911467	289.377	255.883	75	2	3.5 	1.6 
911522	295.452	224.373	75	1.5	2.5 	1.5 
911539	290.993	260.957	75	1.2	2.4 	1.4 
911828	241.677	246.226	75	2.3	4.1 	2.1 
911828.2	241.677	246.226	75	1.5	3.2 	1.8 
911835	243.697	244.742	75	1	2.2 	1.8 
911969	248.094	251.127	75	2.6	4.0 	1.1 
912062	324.861	234.568	75	2.1	3.9 	3.0 
912170	319.665	231.57	75	1.4	2.3 	1.4 
912221	338.144	225.516	75	2	3.0 	1.8 
912268	340.794	231.351	75	1.5	2.5 	1.6 
912512	352.82	223.139	75	2.2	3.0 	1.6 
912551	356.988	232.579	75	1.7	2.1 	1.4 
912554	357.46	237.311	75	1.7	2.1 	1.7 
912565	351.15	241.32	75	4.3	4.4 	2.4 
912600	375.869	276.624	75	3.7	5.0 	1.1 
912659	319.203	275.783	75	1.1	2.6 	2.0 
912702	343.368	261.408	75	1	1.3 	0.2 
912731	341.247	265.59	75	1.3	2.0 	1.3 
912889	320.462	276.713	75	1.1	2.0 	0.9 
913096	390.669	277.586	75	2.7	3.2 	1.6 
913224	223.907	265.836	75	1.4	3.1 	1.7 
913225	224.775	266.946	75	2	3.6 	2.1 
913289	220.344	275.999	75	1.4	3.1 	1.7 
913551	283.525	268.407	75	1	3.0 	1.0 
913560	290.564	268.967	75	1.3	2.5 	1.3 
913596	283.857	273.682	75	2.1	3.6 	3.0 
913714	273.441	263.059	75	2.7	3.5 	0.5 
913733	272.058	266.115	75	1	2.1 	1.0 
913757	272.079	268.457	75	1.8	3.8 	2.5 
913931	242.726	269.004	75	2	3.6 	2.1 
913968	242.17	274.711	75	1.4	3.1 	1.7 
914034	242.733	255.827	75	1.7	2.7 	2.1 
914598	313.703	251.049	75	1.3	3.2 	2.2 
914616	304.885	255.776	75	1.6	3.2 	2.9 
914690	315.504	254.531	75	1.7	4.7 	2.7 
914700	324.818	241.153	75	1.8	2.5 	1.9 
914717	333.414	243.175	75	1.4	1.9 	1.1 
915308	215.31	223.661	75	3	4.3 	2.5 
915311	213.784	224.615	75	1.6	2.2 	0.1 
915334	203.188	234.382	75	2.1	2.3 	0.1 
915385	208.764	239.172	75	2.6	3.4 	0.1 
915391	217.516	238.626	75	1.6	2.2 	0.1 
915392	218.452	238.539	75	1.6	3.2 	1.3 
915450	202.505	249.875	75	1.6	3.2 	1.8 
915452	203.652	249.56	75	1.6	3.2 	1.8 
915511	209.882	258.991	75	1	2.7 	1.5 
915786	380.146	255.258	75	4.8	9.6 	3.8 
917012	239.224	241.791	75	2.5	2.6 	1.4 
917017	236.979	245.417	75	1.6	2.2 	1.8 
917018	234.596	247.255	75	2	4.1 	1.9 
917067	237.563	250.768	75	1.5	2.9 	1.6 
917075	236.691	255.499	75	2.4	4.2 	3.1 
9111010	257.381	242.234	75	2	3.5 	0.8 
91607	301.497	235.046	76	3.9	6.0 	2.8 
91661	357.389	225.274	76	5.2	7.0 	4.0 
91670	357.42	231.009	76	3.2	5.0 	4.0 
91671	358.756	231.24	76	3.4	3.2 	2.0 
91673	360.315	233.039	76	6.6	7.8 	3.2 
91675	360.306	235.034	76	3.5	4.8 	3.1 
91677	355.232	233.877	76	3.8	6.0 	2.5 
91712	350.209	239.418	76	2.8	5.0 	4.1 
91814	216.059	231.798	76	4.5	5.4 	3.1 
91818	217.029	233.541	76	4.2	4.3 	2.4 
91851	212.977	244.286	76	5	6.4 	3.7 
91932	201.039	265.439	76	4.2	4.5 	2.5 
91952	204.134	264.751	76	5	5.3 	3.0 
91962	206.058	272.17	76	3.7	6.1 	3.5 
91983	210.528	271.813	76	3.8	4.5 	2.5 
92410	213.061	270.343	76	4.2	4.4 	2.5 
92644	209.914	201.748	76	9.2	7.8 	4.6 
92651	215.741	202.984	76	5.1	4.4 	2.5 
92652	214.287	202.476	76	6.2	5.7 	3.3 
92660	205.23	205.102	76	4.3	11.8 	7.1 
92669	203.515	214.983	76	4.6	8.6 	5.1 
92681	204.417	217.489	76	3.2	7.2 	4.2 
92686	206.869	207.489	76	4	7.4 	4.3 
92688	207.555	206.627	76	6.9	9.6 	5.7 
92700	219.745	204.735	76	3.7	4.0 	2.2 
92701	219.915	206.615	76	3.8	3.6 	2.0 
92702	216.955	208.074	76	5.5	6.1 	3.5 
92707	214.608	208.656	76	6.8	6.4 	3.7 
92722	209.726	215.05	76	4.3	4.8 	2.7 
92722.2	209.726	215.05	76	5.5	3.8 	2.1 
92722.3	209.726	215.05	76	2.3	2.8 	1.5 
92724	211.531	220.5	76	3.4	3.8 	2.1 
93057	349.957	219.469	76	5.3	6.3 	3.5 
93086	363.05	212.311	76	6.4	12.0 	7.0 
93116	366.608	217.221	76	5.1	6.5 	5.0 
93132	235.994	220.174	76	5.4	7.8 	5.0 
93154	228	230.031	76	4.3	7.0 	6.0 
93178	224.952	234.836	76	4.2	8.0 	4.2 
93180	222.757	237.405	76	3.9	6.2 	3.0 
93187	228.83	235.794	76	5.2	10.0 	8.0 
93220	245.763	226.181	76	3.5	5.8 	2.2 
93249	255.648	230.46	76	4.2	7.5 	5.0 
93350	264.575	240.881	76	3.7	6.0 	4.0 
93380	319.191	222.051	76	3.4	6.3 	3.2 
93428	282.257	225.015	76	7.2	12.6 	7.8 
93437	298.788	231.202	76	3.7	6.3 	4.0 
93446	281.466	234.384	76	4.8	2.2 	4.3 
93450	284.393	232.247	76	4.2	7.2 	4.8 
93455	288.753	232.991	76	4.6	8.3 	4.5 
94018	376.589	247.168	76	5.2	9.7 	7.3 
94419	268.419	245.605	76	4.1	8.8 	7.6 
94422	264.58	245.024	76	4.4	7.5 	3.0 
94437	265.995	249.844	76	4.6	6.4 	5.3 
94509	297.229	255.502	76	6.8	9.7 	2.8 
94511	294.361	256.019	76	4.5	7.1 	3.8 
94512	292.803	256.021	76	3.6	7.3 	4.8 
94535	298.865	259.823	76	6.1	9.8 	8.6 
94892	332.221	242.736	76	3.8	7.1 	5.6 
94934	320.395	253.912	76	3.5	9.7 	7.4 
94937	324.582	255.937	76	3.6	5.7 	4.5 
94950	322.652	256.658	76	5.3	9.8 	7.5 
94956	357.807	241.881	76	3.9	6.0 	4.0 
94959	353.984	244.775	76	3.5	8.9 	6.7 
94960	352.306	246.098	76	3.5	6.3 	5.4 
902606	230.088	200.599	76	4.8	6.2 	1.9 
902645	237.6960604	213.7207513	76	5.1	7.8 	2.7 
902649	233.9198601	214.6224774	76	4.8	8.4 	5.0 
902654	220.6964549	219.1561386	76	5.8	7.3 	4.0 
902672	291.556	202.973	76	7.6	6.5 	2.0 
902685	289.164	205.613	76	9.9	10.6 	7.7 
902688	286.079	205.693	76	7.9	11.6 	2.8 
902689	284.215	205.238	76	5.6	9.5 	2.6 
903522	255.105	207.103	76	3.4	4.3 	1.4 
903523	260.301	207.736	76	4.6	10.6 	9.2 
903531	242.627	210.129	76	4.2	8.6 	7.0 
903532	242.438	210.391	76	6.4	8.6 	5.6 
903600	262.955	204.07	76	9.1	9.3 	5.6 
903681	303.982	207.845	76	6.5	7.8 	5.2 
903733	393.765	205.99	76	9.1	10.0 	7.0 
903739	388.501	209.153	76	7.9	6.9 	2.2 
903750	392.767	207.927	76	4.9	8.1 	8.0 
903756	387.166	212.062	76	5	7.8 	3.2 
903782	392.023	220.55	76	5.5	11.2 	5.7 
903785	396.686	221.026	76	10	9.8 	6.3 
903817	333.848	223.994	76	5.7	9.8 	6.0 
903829	337.776	228.584	76	4.2	6.0 	4.0 
903836	335.514	232.114	76	4.1	7.0 	4.8 
903837	336.836	232.577	76	4.4	5.0 	2.5 
903842	333.312	233.921	76	3.8	7.8 	6.0 
903843	333.14	231.964	76	4	6.8 	3.5 
903844	332.275	229.788	76	4.1	7.9 	4.0 
903853	322.203	230.923	76	4.5	8.9 	5.5 
903861	330.541	231.7	76	3.8	7.5 	3.0 
903899	357.527	221.94	76	7.8	11.0 	7.0 
910003	224.2406461	200.5954472	76	1.8	2.0 	0.4 
910021	234.8160087	205.4886674	76	3.9	7.2 	6.5 
910029	225.2430867	205.5862577	76	2	3.6 	1.0 
910036	224.9002588	207.8284295	76	2.4	4.2 	1.5 
910037	224.7328571	208.3575118	76	3.5	5.1 	1.6 
910045	222.5474723	208.2331469	76	3.9	6.8 	2.5 
910105	227.8693691	218.9001061	76	2.6	2.8 	1.3 
910116	238.7894936	216.4637488	76	3.5	3.1 	1.5 
910189	257.164	211.302	76	2.1	5.2 	2.2 
910200	247.533	213.315	76	3.4	5.6 	2.5 
910253	262.359	208.599	76	2	3.8 	1.9 
910257	263.092	210.897	76	1.7	3.5 	1.5 
910276	267.82	209.644	76	3.4	4.8 	2.5 
910282	270.288	211.573	76	4.4	5.3 	1.8 
910345	293.532	203.476	76	3.3	3.5 	1.0 
910386	281.493	204.881	76	3.9	5.7 	2.0 
910428	295.722	214.284	76	2.6	3.5 	1.9 
910438	297.846	215.071	76	3.9	4.4 	1.7 
910461	299.026	216.601	76	2.3	3.4 	2.1 
910472	292.252	215.727	76	3.2	3.8 	1.4 
910476	286.821	213.277	76	4.2	3.6 	1.8 
910488	283.269	218.292	76	2	2.7 	2.6 
910521	373.406	205.034	76	2.9	3.7 	1.0 
910523	368.557	203.651	76	1	2.0 	0.2 
910526	366.479	204.858	76	1	1.7 	0.5 
910528	361.974	203.052	76	3	4.0 	1.9 
910530	361.711	204.899	76	4.2	5.2 	1.7 
910533	362.408	207.28	76	1.9	2.3 	1.4 
910561	370.663	217.51	76	3.5	5.1 	3.3 
910581	363.027	210.162	76	2.5	3.5 	1.6 
910647	307.626	204.607	76	2.4	2.8 	1.6 
910648	307.118	204.557	76	1.5	3.2 	1.8 
910670	310.445	208.944	76	1.7	2.4 	1.6 
910721	303.483	219.521	76	1.4	2.5 	0.8 
910873	357.282	202.559	76	1.1	1.9 	1.1 
910874	357.869	202.717	76	1.3	1.8 	1.2 
910911	351.234	208.541	76	3.2	4.0 	1.1 
910914	355.325	209.434	76	1.4	2.4 	1.5 
910917	357.954	208.596	76	2.5	3.1 	2.1 
910917.2	357.954	208.596	76	1	2.1 	1.4 
910922	358.098	212.773	76	2.5	3.8 	1.9 
910924	356.635	212.304	76	1.3	2.2 	1.7 
910926	355.533	210.154	76	1	1.6 	1.3 
910927	353.845	210.38	76	3	3.0 	1.7 
910927.2	353.845	210.38	76	2.7	4.3 	2.4 
910930	353.699	211.893	76	2.1	3.4 	1.6 
910936	350.07	212.03	76	2.9	3.5 	2.0 
910937	348.148	209.94	76	1.7	2.9 	2.1 
910945	340.921	206.933	76	1	1.6 	0.8 
910947	341.197	208.654	76	1.7	2.4 	1.6 
910954	349.928	212.784	76	1.9	1.9 	0.8 
910968	353.795	216.284	76	1.1	1.8 	1.1 
910969	353.092	215.227	76	1	1.6 	1.0 
910980	358.853	206.197	76	1.2	1.5 	1.4 
910982	361.071	206.566	76	2.6	3.5 	2.1 
910984	390.581	200.75	76	1.2	2.9 	0.7 
911001	223.698	224.174	76	2.6	4.0 	1.6 
911024	223.272	230.629	76	2.6	3.1 	1.9 
911109	236.656	231.378	76	2.1	3.5 	2.2 
911139	236.376	234.284	76	2.2	2.2 	1.2 
911144	233.42	239.096	76	1.6	1.8 	1.1 
911153	265.538	236.493	76	2.9	4.0 	2.3 
911158	267.271	236.581	76	1.9	2.2 	1.1 
911309	255.752	233.231	76	2.5	4.1 	2.4 
911492	293.502	257.411	76	3	4.5 	2.0 
911551	298.115	227.91	76	1.6	2.4 	1.2 
911552	298.699	229.402	76	2.8	3.8 	2.4 
911561	297.679	238.079	76	1.5	2.0 	1.3 
911585	284.079	232.698	76	1.6	3.2 	1.7 
911602	393.389	203.715	76	1.1	1.9 	0.8 
911603	390.821	203.646	76	1	2.2 	1.3 
911613	389.279	207.661	76	1.5	2.0 	1.4 
911630	391.683	218.691	76	4.5	5.4 	2.5 
911794	242.876	241.816	76	1.9	4.1 	2.1 
911847	260.79	244.762	76	3	4.2 	3.1 
911946	256.843	250.214	76	2.8	3.1 	1.5 
912046	282.277	236.325	76	4.1	5.8 	2.4 
912157	303.523	229.512	76	1.9	2.4 	0.5 
912164	313.744	231.356	76	3	4.0 	3.0 
912194	305.334	238.517	76	1.1	2.2 	1.1 
912217	339.906	222.259	76	2.3	3.1 	2.0 
912218	339.54	223.943	76	1.6	2.5 	1.2 
912274	337.485	236.171	76	2.3	3.5 	1.5 
912286	327.691	230.962	76	3	4.1 	1.5 
912289	339.16	239.778	76	1.6	2.9 	1.8 
912299	325.329	235.131	76	2.1	4.2 	2.1 
912339	367.124	225.192	76	1.8	2.8 	0.2 
912345	360.967	224.079	76	1.3	2.9 	1.4 
912346	361.41	224.655	76	2	3.5 	1.7 
912347	365.214	225.963	76	1	2.1 	0.7 
912348	366.546	226.181	76	1.4	2.5 	1.5 
912353	378.72	229.313	76	1.7	2.5 	1.3 
912355	378.229	232.572	76	1.1	2.1 	0.2 
912357	375.44	231.281	76	1	2.1 	0.8 
912367	369.602	229.974	76	1.6	3.2 	2.2 
