Number	x	y	species	dbh	height	CL
94348.2	335.446	274.581	11	13.2	10.0 	5.9 
94349	335.022	274.259	11	5.7	8.8 	7.5 
94350	332.408	273.252	11	7.1	8.2 	4.8 
94351	328.967	271.853	11	25.4	12.7 	9.3 
94351.2	328.967	271.853	11	18.8	11.8 	6.8 
94351.3	328.967	271.853	11	16.5	11.1 	6.4 
94351.4	328.967	271.853	11	13.6	13.3 	9.1 
94352	326.862	272.789	11	22.3	12.8 	7.4 
94352.2	326.862	272.789	11	17.6	11.4 	6.6 
94352.3	326.862	272.789	11	9.8	9.0 	5.3 
94352.4	326.862	272.789	11	11.7	9.6 	5.6 
94352.5	326.862	272.789	11	12.9	10.0 	5.8 
94352.6	326.862	272.789	11	11	9.4 	5.5 
94357	321.792	272.541	11	9.6	8.9 	5.3 
94361	320.823	275.063	11	18.9	9.4 	8.1 
94361.2	320.823	275.063	11	13	10.0 	5.8 
94366	329.24	277.429	11	11.6	8.9 	7.1 
94366.2	329.24	277.429	11	8.1	8.5 	5.0 
94366.3	329.24	277.429	11	10.6	9.3 	5.4 
94367	330.601	278.036	11	18.1	9.6 	7.3 
94368	332.063	277.268	11	6.2	8.2 	4.3 
94369	333.761	275.595	11	9.3	7.6 	5.7 
94371	335.66	279.362	11	20.9	12.7 	7.4 
94373	332.343	278.97	11	9.8	12.5 	8.1 
94379	324.154	280.587	11	10	9.8 	7.4 
94379.2	324.154	280.587	11	8.8	8.7 	5.1 
94383	306.728	262.626	11	18.6	11.7 	6.8 
94384	310.812	262.052	11	12.5	9.8 	5.8 
94385	311.003	261.784	11	24.1	13.4 	7.7 
94385.2	311.003	261.784	11	8.1	8.5 	5.0 
94385.3	311.003	261.784	11	9.6	8.9 	5.3 
94385.4	311.003	261.784	11	12.5	9.8 	5.8 
94385.5	311.003	261.784	11	13.2	10.0 	5.9 
94385.6	311.003	261.784	11	7	8.2 	4.8 
94385.7	311.003	261.784	11	17.5	11.4 	6.6 
94390	318.696	265.067	11	11.9	9.7 	5.7 
94393	314.022	263.189	11	13.7	10.2 	6.0 
94405	234.91	259.478	11	21	11.6 	7.4 
94405.2	234.91	259.478	11	17.4	11.3 	6.6 
94405.3	234.91	259.478	11	15.1	10.6 	6.2 
94405.4	234.91	259.478	11	19.7	12.0 	7.0 
94405.5	234.91	259.478	11	16.9	11.2 	6.5 
94415	274.74	245.524	11	28.3	9.7 	7.2 
94415.2	274.74	245.524	11	21.8	12.7 	7.3 
94415.3	274.74	245.524	11	15.5	10.8 	6.3 
94425	266.309	247.043	11	21.1	11.5 	9.2 
94429	274.099	247.812	11	7.2	8.2 	7.1 
94432	275.306	249.723	11	24.3	11.3 	8.6 
94448	269.498	252.069	11	12	10.2 	9.6 
94449	272.809	252.682	11	19.5	10.4 	7.1 
94449.2	272.809	252.682	11	13.9	10.3 	6.0 
94449.3	272.809	252.682	11	16.8	11.1 	6.5 
94449.4	272.809	252.682	11	17.4	11.3 	6.6 
94450	272.52	253.961	11	14.5	11.2 	7.3 
94450.2	272.52	253.961	11	6.5	8.0 	4.7 
94450.3	272.52	253.961	11	11.7	9.6 	5.6 
94450.4	272.52	253.961	11	14.3	10.4 	6.1 
94451	270.058	257.836	11	13.1	10.6 	8.8 
94452	271.069	258.455	11	15.8	11.5 	9.2 
94457	277.252	258.741	11	23.3	10.7 	6.9 
94457.2	277.252	258.741	11	13.7	10.2 	6.0 
94457.3	277.252	258.741	11	16.4	11.0 	6.4 
94458	278.902	257.288	11	12.1	8.8 	7.1 
94462	285.706	242.597	11	13	7.7 	3.8 
94465	296.838	242.831	11	11.3	10.9 	7.3 
94465.2	296.838	242.831	11	11.1	9.4 	5.5 
94466	297.12	243.827	11	16.1	9.7 	8.2 
94467	298.496	241.612	11	7.7	9.7 	8.1 
94469	294.722	245.265	11	15.9	9.5 	7.8 
94471	293.51	246.555	11	27.3	9.9 	7.6 
94472	291.403	245.464	11	16.5	10.4 	9.2 
94473	290.615	246.022	11	18.9	11.2 	7.6 
94477	280.536	245.69	11	16.9	11.1 	9.5 
94479	287.093	247.473	11	13.5	10.3 	6.7 
94480	288.815	247.367	11	17	10.4 	7.9 
94485	298.688	247.352	11	17.7	12.1 	6.6 
94488	298.788	248.655	11	10.3	11.2 	10.1 
94494	288.851	250.427	11	10.8	8.7 	6.3 
94495	286.314	250.561	11	13.4	11.2 	7.8 
94498	283.791	254.042	11	21.7	11.7 	6.0 
94499	285.157	252.483	11	25.6	8.5 	4.6 
94499.2	285.157	252.483	11	17.7	11.4 	6.6 
94502	291.581	252.928	11	19.2	10.2 	6.1 
94503	292.92	251.742	11	20.5	9.7 	6.3 
94503.2	292.92	251.742	11	14	10.3 	6.0 
94519	283.401	255.805	11	13.6	10.5 	8.7 
94529	290.423	258.148	11	9.9	12.7 	5.4 
94530	291.498	257.341	11	13.8	12.4 	9.1 
94530.2	291.498	257.341	11	13	10.0 	5.8 
94534	299.033	258.474	11	12.9	10.5 	7.3 
94534.2	299.033	258.474	11	9.6	8.9 	5.3 
94534.3	299.033	258.474	11	9.8	9.0 	5.3 
94534.4	299.033	258.474	11	9	8.8 	5.2 
94536	297.486	260.701	11	11.7	10.6 	7.3 
94547	310.04	241.397	11	14.5	11.1 	7.2 
94551	315.136	242.46	11	14.7	9.8 	6.2 
94552	315.562	243.116	11	14.9	10.7 	6.1 
94553	317.756	243.592	11	24.5	12.8 	9.1 
94554	318.483	244.423	11	5	5.7 	4.3 
94558	312.067	246.003	11	15.4	12.4 	6.5 
94559	311.925	246.24	11	12	12.3 	6.1 
94562	301.143	248.721	11	12.8	10.6 	6.4 
94562.2	301.143	248.721	11	8.9	8.7 	5.2 
94564	305.926	248.319	11	19	10.7 	6.9 
94564.2	305.926	248.319	11	11	9.4 	5.5 
94564.3	305.926	248.319	11	14.8	10.5 	6.2 
94564.4	305.926	248.319	11	10.4	9.2 	5.4 
94564.5	305.926	248.319	11	9.2	8.8 	5.2 
94564.6	305.926	248.319	11	7.7	8.4 	5.0 
94564.7	305.926	248.319	11	8.3	8.6 	5.1 
94568	311.291	247.33	11	15.7	10.2 	8.6 
94568.2	311.291	247.33	11	7.8	8.4 	5.0 
94574	313.56	250.776	11	12.5	12.4 	6.2 
94575	311.17	251.264	11	20.2	13.1 	8.7 
94575.2	311.17	251.264	11	17.5	11.4 	6.6 
94575.3	311.17	251.264	11	13.5	10.1 	5.9 
94580	300.379	253.042	11	11.7	8.3 	6.1 
94581	300.869	255.668	11	16.2	11.5 	7.2 
94581.2	300.869	255.668	11	14.8	10.5 	6.2 
94582	300.318	257.051	11	16.9	10.3 	6.8 
94582.2	300.318	257.051	11	12.8	9.9 	5.8 
94582.3	300.318	257.051	11	12.3	9.8 	5.7 
94586	305.406	253.567	11	19.8	11.1 	6.9 
94588	310.341	253.92	11	18.2	9.8 	7.1 
94590	314.772	253.805	11	12.2	8.6 	7.2 
94595	316.228	256.221	11	15.2	9.4 	6.6 
94598	311.251	255.991	11	15.1	10.6 	7.2 
94600	308.953	255.63	11	8.4	8.7 	4.2 
94601	398.48	271.55	11	15.7	12.6 	7.8 
94601.2	398.48	271.55	11	10.7	9.3 	5.5 
94602	397.96	272.459	11	20.5	13.6 	7.8 
94605	394.282	269.833	11	15.1	11.6 	4.0 
94605.2	394.282	269.833	11	2.9	6.9 	4.1 
94606	392.61	269.851	11	13.7	12.7 	5.2 
94607	392.645	271.222	11	14.6	11.8 	6.2 
94607.2	392.645	271.222	11	12.9	10.0 	5.8 
94607.3	392.645	271.222	11	9.8	9.0 	5.3 
94609	385.063	269.287	11	7.7	8.7 	4.6 
94610	386.037	267.815	11	4.2	7.9 	5.2 
94612	383.026	267.821	11	18.6	11.8 	9.3 
94613	382.286	267.86	11	18.2	13.3 	11.7 
94613.2	382.286	267.86	11	14.7	10.5 	6.1 
94616	379.604	271.017	11	5.2	7.6 	2.0 
94618	382.992	273.814	11	7.5	11.2 	6.0 
94628	394.95	278.404	11	10.2	11.6 	3.1 
94628.2	394.95	278.404	11	9.3	8.9 	5.2 
94628.3	394.95	278.404	11	7.3	8.2 	4.9 
94628.4	394.95	278.404	11	3.9	7.2 	4.3 
94631	393.124	279.141	11	10.9	12.6 	3.8 
94634	387.516	276.889	11	17.9	12.6 	2.7 
94634.2	387.516	276.889	11	13.6	10.2 	5.9 
94634.3	387.516	276.889	11	8.6	8.6 	5.1 
94634.4	387.516	276.889	11	8.1	8.5 	5.0 
94636	387.008	278.593	11	10.2	9.8 	3.1 
94637	385.627	279.148	11	10	10.5 	6.3 
94637.2	385.627	279.148	11	9	8.8 	5.2 
94638	384.245	277.925	11	11.4	12.6 	3.1 
94638.2	384.245	277.925	11	10.1	9.1 	5.4 
94640	383.358	275.588	11	10.4	12.0 	10.2 
94640.2	383.358	275.588	11	8.5	8.6 	5.1 
94640.3	383.358	275.588	11	6.9	8.1 	4.8 
94642	382.617	276.46	11	12.2	11.6 	6.3 
94644	382.014	274.797	11	7.5	10.2 	7.8 
94644.2	382.014	274.797	11	3.2	7.0 	4.2 
94745	364.181	261.144	11	23.1	13.6 	2.3 
94745.2	364.181	261.144	11	14.6	10.5 	6.1 
94746	365.179	260.566	11	12.4	13.0 	3.1 
94751	371.505	260.99	11	14.8	13.1 	7.8 
94752	372.029	261.646	11	14.5	11.6 	7.1 
94753	373.475	260.625	11	19.8	12.6 	6.0 
94753.2	373.475	260.625	11	11.2	9.4 	5.5 
94763	371.516	263.012	11	14.1	12.6 	9.8 
94763.2	371.516	263.012	11	11.6	9.6 	5.6 
94764	370.735	264.558	11	18.5	12.8 	7.6 
94764.2	370.735	264.558	11	16.2	11.0 	6.4 
94764.3	370.735	264.558	11	10.5	9.2 	5.4 
94779	366.314	267.162	11	9.7	9.2 	4.4 
94779.2	366.314	267.162	11	5.7	7.8 	4.6 
94781	369.1	268.338	11	14.3	10.2 	4.3 
94781.2	369.1	268.338	11	13.7	10.2 	6.0 
94784	369.995	266.47	11	16.8	12.5 	7.3 
94786	371.77	266.084	11	15.5	11.7 	7.4 
94793	371.566	268.805	11	7.6	9.7 	8.3 
94794	371.102	269.023	11	16.2	11.1 	7.8 
94795	370.047	268.661	11	10.5	9.7 	4.6 
94797	369.652	269.867	11	14.1	12.3 	10.0 
94800	370.325	271.148	11	17.3	13.3 	8.9 
94802	242.125	244.039	11	6.05	7.7 	5.6 
94804	241.358	245.711	11	14.25	10.4 	7.6 
94804.2	241.358	245.711	11	13.05	10.0 	5.9 
94805	244.297	243.844	11	8.6	8.1 	2.4 
94809	248.25	242.654	11	6.85	7.3 	2.4 
94811	249.793	243.337	11	12.3	11.4 	8.5 
94812	251.149	241.252	11	6.5	8.1 	7.3 
94813	255.657	242.303	11	9.5	8.4 	3.8 
94816	259.64	244.126	11	13.2	9.7 	3.6 
94823	251.129	245.465	11	11.3	11.2 	8.7 
94828	244.914	247.328	11	6.3	5.2 	3.6 
94829	244.487	247.395	11	18.8	9.3 	6.4 
94832	241.188	249.69	11	11.2	11.3 	9.7 
94834	246.52	249.08	11	7	5.8 	2.6 
94835	252.017	248.779	11	17.3	12.7 	8.6 
94838	258.216	247.579	11	17.2	11.8 	6.7 
94838.2	258.216	247.579	11	12.7	9.9 	5.8 
94840	260.235	249.275	11	15.2	8.9 	7.5 
94840.2	260.235	249.275	11	13.2	10.0 	5.9 
94840.3	260.235	249.275	11	9.9	9.0 	5.3 
94840.4	260.235	249.275	11	8.7	8.7 	5.1 
94844	245.153	251.957	11	22.9	11.7 	7.1 
94844.2	245.153	251.957	11	14.9	10.6 	6.2 
94844.3	245.153	251.957	11	18.1	11.5 	6.7 
94845	242.416	251.418	11	11.1	9.2 	7.1 
94845.2	242.416	251.418	11	10.8	9.3 	5.5 
94851	246.642	256.2	11	18.2	9.8 	7.4 
94855	256.945	253.646	11	15.8	11.8 	8.6 
94857	259.301	254.441	11	13.6	11.2 	7.9 
94861	251.833	257.455	11	15.9	10.2 	8.9 
94863	252.028	259.42	11	5.9	8.7 	7.4 
94866	248.633	259.086	11	20.8	9.8 	7.9 
94866.2	248.633	259.086	11	1.8	6.6 	4.0 
94866.3	248.633	259.086	11	2.1	6.7 	4.0 
94868	243.84	259.067	11	11.9	12.2 	8.7 
94874	304.689	260.471	11	14.5	11.6 	7.5 
94874.2	304.689	260.471	11	13.3	10.1 	5.9 
94875	308.902	258.818	11	12.5	10.4 	8.6 
94880	313.059	257.493	11	15.9	12.4 	5.8 
94883	315.843	258.971	11	6.6	10.2 	6.4 
94884	315.193	259.913	11	8	11.4 	10.2 
94887	318.879	259.745	11	19.6	11.6 	6.8 
94887.2	318.879	259.745	11	2.35	6.7 	4.0 
94893	333.858	241.873	11	22.7	11.3 	7.4 
94893.2	333.858	241.873	11	17.6	11.4 	6.6 
94893.3	333.858	241.873	11	12.6	9.9 	5.8 
94894	334.373	242.951	11	18.1	14.3 	12.5 
94906	326.292	243.708	11	18.2	10.4 	9.1 
94909	324.083	244.859	11	21	10.7 	6.2 
94911	325.869	245.475	11	14.8	10.7 	7.4 
94919	340.083	251.217	11	4.5	5.9 	4.8 
94921	338.131	255.477	11	31.7	11.8 	9.6 
94921.2	338.131	255.477	11	8.3	8.6 	5.1 
94921.3	338.131	255.477	11	27.5	14.4 	8.3 
94925	331.974	254.718	11	19.7	11.6 	2.0 
94936	323.156	252.823	11	20	12.6 	9.9 
94936.2	323.156	252.823	11	15.2	10.7 	6.2 
94936.3	323.156	252.823	11	12.2	9.7 	5.7 
94938	328.226	255.807	11	27	11.7 	9.3 
94938.2	328.226	255.807	11	26.2	14.0 	8.1 
94938.3	328.226	255.807	11	18.5	11.7 	6.8 
94947	336.346	259.389	11	27.3	12.6 	7.9 
94947.2	336.346	259.389	11	23.2	13.1 	7.6 
94947.3	336.346	259.389	11	12	9.7 	5.7 
94947.4	336.346	259.389	11	20.2	12.2 	7.1 
94952	324.076	259.971	11	20.2	11.7 	9.4 
94952.2	324.076	259.971	11	12.1	9.7 	5.7 
94952.3	324.076	259.971	11	14	10.3 	6.0 
94952.4	324.076	259.971	11	19.3	11.9 	6.9 
94961	350.629	245.629	11	11	7.2 	4.6 
94965	345.861	246.705	11	23	18.8 	3.4 
94965.2	345.861	246.705	11	18	11.5 	6.7 
94971	349.558	251.004	11	6.6	9.7 	7.9 
94972	352.745	250.967	11	7.9	10.4 	8.3 
94973	356.772	248.857	11	29.4	15.0 	8.6 
94973.2	356.772	248.857	11	16.8	12.5 	8.3 
94977	358.145	251.071	11	15.6	12.3 	10.4 
94978	356.955	251.938	11	19.5	10.3 	8.6 
94980	357.221	254.562	11	26.6	12.1 	8.6 
94986	345.753	254.488	11	22.2	11.3 	8.4 
94986.2	345.753	254.488	11	15.8	10.8 	6.3 
94986.3	345.753	254.488	11	19.5	12.0 	6.9 
94986.4	345.753	254.488	11	18.2	11.6 	6.7 
94987	344.309	253.738	11	17	10.4 	8.3 
94990	341.217	260.772	11	18.5	11.6 	8.9 
94991	344.086	258.779	11	18	10.8 	9.6 
902636	226.9261179	212.4613729	11	6.9	7.6 	2.0 
902639	231.4803222	212.0856697	11	22.1	15.3 	7.2 
902644	239.0308532	214.2082863	11	29.2	17.9 	2.0 
902655	224.55356	218.6359421	11	10.1	6.2 	1.7 
902661	236.5699372	215.9408237	11	5.1	7.3 	1.0 
902670	287.071	202.842	11	23.6	9.0 	3.0 
902708	288.374	213.145	11	18.7	14.0 	12.0 
902708.2	288.374	213.145	11	18.1	11.5 	6.7 
902708.3	288.374	213.145	11	16.8	11.1 	6.5 
902708.4	288.374	213.145	11	15	10.6 	6.2 
902708.5	288.374	213.145	11	6.8	8.1 	4.8 
902726	288.51	222.513	11	12	13.0 	10.0 
902740	339.883	203.716	11	14.7	8.6 	4.0 
902744.2	330.375	205.698	11	15.5	10.8 	6.3 
902744.3	330.375	205.698	11	15.7	10.8 	6.3 
902747	326.702	206.662	11	7.1	7.2 	4.0 
902754	338.682	211.229	11	19.9	5.5 	1.7 
902756	339.395	213.151	11	23.2	13.4 	7.2 
902757	338.565	213.905	11	21.2	16.8 	10.4 
902759	328.743	211.544	11	17.6	12.0 	1.8 
902762	321.632	210.3	11	7.8	9.6 	4.0 
902763	321.409	213.064	11	10	11.0 	2.5 
902764	322.435	214.168	11	25.8	13.0 	0.1 
902766	325.649	213.674	11	21.3	13.0 	5.0 
902768	333.051	215.603	11	22.7	14.0 	8.0 
902770	335.553	213.962	11	11.4	9.0 	5.0 
902774	334.631	218.26	11	11.7	12.6 	1.0 
902775.2	324.092	216.406	11	17.2	11.3 	6.6 
902777	322.132	217.885	11	10.1	11.4 	9.2 
902778	324.695	217.923	11	6	8.7 	6.8 
902782.2	330.242	220.546	11	13.5	10.1 	5.9 
902784.2	326.103	220.39	11	13.4	10.1 	5.9 
902784.3	326.103	220.39	11	32.3	15.9 	9.1 
902800	387.085	226.689	11	9.7	11.3 	8.0 
902811	382.65	234.602	11	8.6	7.8 	5.1 
902813	381.694	233.129	11	9.1	8.2 	1.8 
902820	391.391	236.924	11	17.6	12.3 	6.8 
902820.2	391.391	236.924	11	14.1	10.3 	6.0 
902820.3	391.391	236.924	11	12	9.7 	5.7 
902822	394.442	235.082	11	10.8	11.6 	7.8 
902822.2	394.442	235.082	11	10	9.1 	5.3 
902826	400.544	235.256	11	10.3	11.1 	3.2 
902826.2	400.544	235.256	11	9.6	8.9 	5.3 
903507	253.99	203.388	11	15.5	8.4 	4.1 
903520	251.903	206.48	11	18.9	12.0 	7.0 
903520.2	251.903	206.48	11	12.2	9.7 	5.7 
903541	260.13	210.833	11	16.4	11.5 	6.5 
903552	244.772	214.07	11	4	5.0 	1.7 
903558	253.465	214.459	11	11.2	13.3 	3.7 
903560	259.909	213.323	11	21.8	12.8 	7.5 
903560.2	259.909	213.323	11	18.8	11.8 	6.8 
903560.3	259.909	213.323	11	13.6	10.2 	5.9 
903560.4	259.909	213.323	11	13.5	10.1 	5.9 
903566	246.693	219.801	11	4.5	3.8 	2.3 
903567	247.009	219.805	11	5.5	5.5 	1.6 
903567.2	247.009	219.805	11	4.7	7.5 	4.4 
903569	251.196	220.054	11	13.1	6.7 	1.7 
903572	257.562	219.585	11	22.5	11.6 	1.6 
903572.2	257.562	219.585	11	8.9	8.7 	5.2 
903584	275.147	201.065	11	3.7	5.0 	1.7 
903626	272.11	211.555	11	9.8	8.5 	5.0 
903631	280.187	212.804	11	19.7	14.2 	8.2 
903631.2	280.187	212.804	11	17.1	11.2 	6.5 
903633	277.949	215.386	11	16.8	13.6 	1.8 
903634	274.251	214.27	11	22.7	13.4 	7.7 
903634.2	274.251	214.27	11	4.8	7.5 	4.5 
903634.3	274.251	214.27	11	3.1	7.0 	4.2 
903640	261.972	215.867	11	4.5	7.8 	2.6 
903645	272.519	216.525	11	7.7	5.9 	2.0 
903654	266.82	218.704	11	23.2	11.5 	4.1 
903659	306.355	201.781	11	5.5	5.0 	1.9 
903661	309.673	202.193	11	16	11.0 	9.0 
903668	320.202	202.639	11	10.9	9.5 	4.0 
903672.2	314.254	207.194	11	3.3	7.0 	4.2 
903675	313.307	206.376	11	8.1	6.0 	1.7 
903685.2	307.362	211.463	11	18.2	11.6 	6.7 
903685.3	307.362	211.463	11	14	10.3 	6.0 
903689.2	319.308	211.027	11	18.2	11.6 	6.7 
903690	319.715	214.215	11	13.9	10.0 	3.0 
903693	316.493	214.029	11	18.8	10.0 	4.5 
903698	304.397	214.313	11	16.5	9.5 	1.3 
903702	308.091	216.411	11	16.6	12.0 	8.0 
903704	313.785	214.815	11	19.3	14.4 	9.4 
903707	314.689	216.161	11	16.7	10.6 	6.3 
903709	320.186	220.261	11	17.2	9.6 	7.0 
903710	316.232	220.66	11	7.2	9.0 	5.8 
903713	312.155	219.228	11	5.2	7.6 	5.0 
903714	311.357	220.761	11	13.4	13.3 	8.7 
903715	310.255	219.544	11	17.4	12.1 	7.4 
903716	309.083	221.037	11	16.2	12.0 	6.0 
903717	303.473	220.024	11	16.4	11.0 	7.0 
903721	383.991	201.28	11	23.9	10.4 	4.7 
903721.2	383.991	201.28	11	11.1	9.4 	5.5 
903723	387.901	201.675	11	23.6	12.6 	4.3 
903729	400.043	201.132	11	6.9	7.8 	1.1 
903729.2	400.043	201.132	11	5.1	7.6 	4.5 
903737	381.445	202.938	11	18.5	9.0 	5.0 
903740	382.469	206.327	11	9	6.5 	3.5 
903757	393.049	211.025	11	9.6	7.0 	1.8 
903776	382.245	222.345	11	6	6.1 	1.8 
903777	383.179	222.134	11	13.6	13.2 	11.4 
903791	387.031	223.489	11	18.9	12.8 	3.6 
903791.2	387.031	223.489	11	8.2	8.5 	5.0 
903794	384.02	224.863	11	15.1	15.3 	7.6 
903794.2	384.02	224.863	11	11.1	9.4 	5.5 
903800	320.595	227.76	11	22.9	13.7 	7.8 
903802	323.438	228.438	11	12.3	13.6 	8.1 
903806	327.128	227.329	11	19	14.7 	2.5 
903807	326.947	225.555	11	3.5	4.5 	2.0 
903808	326.782	224.04	11	17.9	14.0 	10.0 
903813	328.255	224.273	11	2.8	3.8 	2.5 
903815	332.11	225.372	11	7.1	9.6 	7.0 
903816	332.516	224.901	11	11.2	11.0 	3.0 
903826	336.703	226.313	11	18.3	13.6 	7.8 
903826.2	336.703	226.313	11	12	9.7 	5.7 
903827	333.814	226.286	11	20.5	13.8 	9.6 
903840	338.943	236.032	11	2.8	3.6 	1.6 
903845	333.602	230.14	11	8.3	9.5 	2.0 
903846	329.718	229.996	11	6.8	5.5 	1.0 
903846.2	329.718	229.996	11	4.3	7.3 	4.4 
903846.3	329.718	229.996	11	3.9	7.2 	4.3 
903848	327.988	228.828	11	13.8	9.8 	7.3 
903849	327.761	231.383	11	10.1	4.0 	2.0 
903850	327.3	231.418	11	12.4	11.2 	7.4 
903852	325.575	230.929	11	11.9	9.5 	4.0 
903857	326.658	235.572	11	10	6.5 	2.2 
903862	331.201	231.632	11	10.8	10.2 	6.5 
903863	331.522	232.861	11	15.3	11.5 	8.0 
903863.2	331.522	232.861	11	9.5	8.9 	5.3 
903870	331.327	239.144	11	14	12.6 	10.0 
903872	327.257	239.224	11	5.2	7.7 	5.8 
903872.2	327.257	239.224	11	4.5	7.4 	4.4 
903873	327.006	237.483	11	19.6	14.0 	4.6 
903876	320.542	238.828	11	34	16.3 	7.2 
903878	321.001	236.597	11	7.6	6.2 	2.0 
903879	325.702	239.398	11	5.8	7.3 	5.2 
903882	343.535	222.469	11	22.2	15.0 	5.6 
903882.2	343.535	222.469	11	7.5	8.3 	4.9 
903883	344.688	223.063	11	15.9	10.0 	6.0 
903883.2	344.869	222.838	11	8.3	14.6 	13.0 
903889	347.907	223.723	11	13.8	14.0 	4.2 
903890	347.738	221.935	11	13	11.0 	7.8 
903891	351.622	222.081	11	18.7	14.0 	6.0 
903891.2	351.622	222.081	11	16.5	11.1 	6.4 
910064	229.4689014	210.1881361	11	3.6	6.3 	1.0 
910109	230.6779705	216.1359561	11	3	2.5 	1.3 
910170	254.511	210.484	11	2.7	4.2 	1.6 
910211	248.306	216.998	11	2.4	4.0 	0.8 
910301	264.872	215.946	11	2.5	2.5 	1.6 
910304	268.613	216.571	11	1.4	1.8 	0.6 
910389	285.461	210.592	11	2.4	2.4 	0.1 
910465	296.248	217.481	11	3	2.6 	1.7 
910474	287.853	212.931	11	1.4	2.3 	1.5 
910491	281.672	219.298	11	1.2	2.1 	1.7 
910536	366.977	208.256	11	2.5	2.1 	0.1 
910578	368.639	212.145	11	2.6	3.8 	1.1 
910839	327.836	220.827	11	2.4	4.1 	2.1 
910993	399.757	200.509	11	2	3.5 	0.8 
911020	226.89	226.22	11	1.7	2.5 	0.1 
911042	235.042	223.17	11	3.4	4.0 	0.9 
911042.2	235.042	223.17	11	3	6.9 	4.2 
911066	225.162	228.856	11	2.4	3.0 	0.1 
911067	225.995	228.886	11	3.3	3.9 	1.5 
911074	221.632	233.888	11	2.2	3.8 	1.9 
911092	225.95	239.331	11	2.2	2.5 	1.0 
911239	256.654	227.246	11	3.2	4.2 	0.6 
911239.2	256.654	227.246	11	2.9	6.9 	4.1 
911283	255.75	231.671	11	1.6	3.4 	2.3 
911426	270.608	223.345	11	2.1	2.8 	0.4 
911438	299.83	251.061	11	2.6	2.0 	1.6 
911438.2	299.83	251.061	11	1.7	2.0 	1.4 
911487	299.278	257.579	11	1.5	2.1 	1.6 
911605	381.406	208.356	11	1.4	2.3 	0.6 
911608	386.859	208.835	11	2.1	2.9 	1.8 
911666	220.58	250.838	11	1	1.9 	1.2 
911821	246.195	242.938	11	1.5	1.9 	1.4 
911832	241.583	248.043	11	2.4	3.9 	2.9 
911834	244.073	245.23	11	2.4	3.5 	2.3 
911834.2	244.073	245.23	11	1.3	6.4 	3.9 
911834.3	244.073	245.23	11	1.2	6.4 	3.9 
911834.4	244.073	245.23	11	1	6.3 	3.8 
912013	288.01	238.798	11	2.9	5.0 	3.0 
912180	301.722	233.934	11	1.8	2.5 	1.1 
912245	321.827	227.635	11	1.4	2.1 	1.4 
912249	330.376	228.038	11	3.3	4.5 	0.1 
912261	338.526	230.598	11	2.5	3.5 	2.5 
912444	384.198	224.386	11	1.4	2.6 	1.1 
912445	382.275	222.81	11	1.3	2.5 	1.3 
912497	383.225	239.061	11	2	3.0 	1.6 
912760	350.298	270.833	11	1.8	3.1 	0.5 
912782	351.413	273.899	11	2.7	3.0 	1.4 
912798	341.024	274.631	11	1	1.8 	0.4 
912799	338.258	275.147	11	1.6	2.3 	0.1 
913066	382.733	268.435	11	1.5	2.5 	2.0 
913067	382.6	268.499	11	1.4	2.5 	1.7 
913161	364.858	271.546	11	1.2	1.8 	1.2 
913166	358.775	271.149	11	1.7	2.6 	1.2 
913167	359.014	271.153	11	2.2	2.5 	0.1 
913438	211.989	274.814	11	2	6.6 	4.0 
913458	214.09	270.32	11	1.6	6.5 	3.9 
913462	215.492	271.931	11	2.2	6.7 	4.0 
913467	216.636	272.222	11	1.3	6.4 	3.9 
913470	217.923	273.272	11	1.7	6.5 	3.9 
913511	290.22	262.725	11	1.3	2.2 	2.0 
913532	289.83	265.47	11	1	2.2 	1.0 
913664	288.558	281.792	11	1	2.2 	1.5 
913717	269.477	264.142	11	2.1	4.3 	2.0 
913748	277.529	267.011	11	2.4	3.8 	2.3 
913775	277.152	269.785	11	1	2.2 	1.3 
913853	222.92	282.187	11	1.3	6.4 	3.9 
913960	249.75	276.892	11	2	6.6 	4.0 
914015	257.788	255.599	11	3.1	3.4 	1.6 
914073	240.804	260.38	11	1.6	2.2 	0.9 
914685	313.396	257.624	11	3	3.7 	2.5 
914949	353.855	249.836	11	1.8	2.2 	1.8 
915184	384.996	242.807	11	1.4	6.4 	3.9 
915185	384.949	241.754	11	1	6.3 	3.8 
915187	385.869	240.503	11	2.1	6.7 	4.0 
915187.2	385.869	240.503	11	3	6.9 	4.2 
915188	386.552	240.515	11	1.3	6.4 	3.9 
915193	389.338	243.264	11	1.1	6.4 	3.8 
915225	208.897	206.238	11	1.7	2.2 	0.3 
915225.2	208.897	206.238	11	1	6.3 	3.8 
915434	203.377	246.32	11	1.7	6.5 	3.9 
915435	203.758	245.806	11	1.9	6.6 	4.0 
915453	201.923	251.218	11	2	6.6 	4.0 
915454	206.19	250.577	11	1.8	6.6 	4.0 
915456	204.345	250.571	11	2.5	6.8 	4.1 
915471	218.28	249.855	11	2.8	6.9 	4.1 
915488	199.61	257.423	11	2	6.6 	4.0 
915488.2	199.61	257.423	11	1.3	6.4 	3.9 
915534	216.695	279.81	11	1.8	6.6 	4.0 
915534.2	216.695	279.81	11	1.6	6.5 	3.9 
915708	399.494	244.915	11	1.3	6.4 	3.9 
915721	384.738	247.946	11	3	6.9 	4.2 
915736	384.272	248.379	11	2.2	6.7 	4.0 
915751	391.42	252.998	11	1.7	6.5 	3.9 
